지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),적설(cm),지면상태(지면상태코드)
108,서울,2019-07-27 5:00,25,0.6,0.3,0,97,,
108,서울,2019-07-27 6:00,24.9,0,0.2,0,97,,
108,서울,2019-07-27 7:00,25.2,,0.4,0,96,,
108,서울,2019-07-27 8:00,25.6,,0.9,110,94,,
108,서울,2019-07-27 9:00,26.5,,0.7,140,82,,
108,서울,2019-07-27 10:00,27.4,,0.8,140,74,,
108,서울,2019-07-27 11:00,28.8,,2,160,72,,
108,서울,2019-07-27 12:00,30.1,,1.5,180,63,,
108,서울,2019-07-27 13:00,31.2,,0.5,290,58,,
108,서울,2019-07-27 14:00,31.8,,1.2,230,58,,
108,서울,2019-07-27 15:00,33,,1.7,290,52,,
108,서울,2019-07-27 16:00,32.7,,1.7,320,56,,
108,서울,2019-07-27 17:00,31.3,,3.6,270,65,,
108,서울,2019-07-27 18:00,30.6,,1.6,290,69,,
108,서울,2019-07-27 19:00,30.1,,2.3,250,70,,
108,서울,2019-07-27 20:00,29.1,,1.8,200,74,,
108,서울,2019-07-27 21:00,28.6,,0.6,200,76,,
108,서울,2019-07-27 22:00,28.2,,1.3,140,77,,
108,서울,2019-07-27 23:00,28.2,,1.3,160,78,,
108,서울,2019-07-28 0:00,28.2,,1.3,180,78,,
108,서울,2019-07-28 1:00,28,0.1,2.5,160,79,,
108,서울,2019-07-28 2:00,27.6,0,2.3,160,79,,
108,서울,2019-07-28 3:00,27.3,0.3,2.1,180,82,,
108,서울,2019-07-28 4:00,26.9,0.5,1.1,160,88,,
108,서울,2019-07-28 5:00,26.8,0.5,0.8,110,93,,
108,서울,2019-07-28 6:00,26.7,0,1,140,92,,
108,서울,2019-07-28 7:00,26.8,0,1.1,110,87,,
108,서울,2019-07-28 8:00,27,0,1.1,140,84,,
108,서울,2019-07-28 9:00,25.3,11.2,3,200,95,,
108,서울,2019-07-28 10:00,25.4,0.4,2.6,200,94,,
108,서울,2019-07-28 11:00,25.3,0.9,2.5,200,94,,
108,서울,2019-07-28 12:00,25,7.3,1.7,200,96,,
108,서울,2019-07-28 13:00,25.2,2,3,180,94,,
108,서울,2019-07-28 14:00,25.6,0,1.3,200,92,,
108,서울,2019-07-28 15:00,26.7,,2.4,200,83,,
108,서울,2019-07-28 16:00,26.4,0.1,2.2,200,84,,
108,서울,2019-07-28 17:00,26.3,0.5,1.6,140,88,,
108,서울,2019-07-28 18:00,25.6,1.8,2.4,230,92,,
108,서울,2019-07-28 19:00,25.5,0,3.1,200,83,,
108,서울,2019-07-28 20:00,25.7,,2.9,200,83,,
108,서울,2019-07-28 21:00,25.8,,2.1,200,82,,
108,서울,2019-07-28 22:00,26.1,0,2.1,200,84,,
108,서울,2019-07-28 23:00,26.2,0,1.9,200,84,,
108,서울,2019-07-29 0:00,26.3,0,2,200,84,,
108,서울,2019-07-29 1:00,25.9,0.5,1.5,230,92,,
108,서울,2019-07-29 2:00,25.8,0,2.3,200,86,,
108,서울,2019-07-29 3:00,25.8,,1.6,200,84,,
108,서울,2019-07-29 4:00,25.8,,2.6,200,82,,
108,서울,2019-07-29 5:00,25.7,,1.7,200,80,,
108,서울,2019-07-29 6:00,25.6,,0.2,0,80,,
108,서울,2019-07-29 7:00,25.8,,1.1,180,79,,
108,서울,2019-07-29 8:00,25.9,,2,180,77,,
108,서울,2019-07-29 9:00,26.4,,2.7,160,75,,
108,서울,2019-07-29 10:00,26.9,,3.5,200,74,,
108,서울,2019-07-29 11:00,27.7,,2.8,200,71,,
108,서울,2019-07-29 12:00,27.9,,1.8,230,72,,
108,서울,2019-07-29 13:00,28.5,,2.7,230,68,,
108,서울,2019-07-29 14:00,29.6,,3.2,250,66,,
108,서울,2019-07-29 15:00,29.6,,3.3,270,69,,
108,서울,2019-07-29 16:00,29.9,,3.2,200,65,,
108,서울,2019-07-29 17:00,29.4,,4.9,200,66,,
108,서울,2019-07-29 18:00,29.4,,4.1,200,67,,
108,서울,2019-07-29 19:00,28.8,,4.8,200,69,,
108,서울,2019-07-29 20:00,28.3,,3.4,200,71,,
108,서울,2019-07-29 21:00,27.9,,2.9,200,74,,
108,서울,2019-07-29 22:00,27.7,,2.3,200,75,,
108,서울,2019-07-29 23:00,27.5,,3.3,200,75,,
108,서울,2019-07-30 0:00,27.4,,3.8,200,75,,
108,서울,2019-07-30 1:00,27.3,,3,200,75,,
108,서울,2019-07-30 2:00,27.1,,3.4,200,77,,
108,서울,2019-07-30 3:00,26.9,,3.2,200,76,,
108,서울,2019-07-30 4:00,26.8,0,3,200,75,,
108,서울,2019-07-30 5:00,26.5,0,2.8,200,79,,
108,서울,2019-07-30 6:00,26.6,,3,200,77,,
108,서울,2019-07-30 7:00,26.6,0,2.3,180,79,,
108,서울,2019-07-30 8:00,26.4,0.3,2.5,200,82,,
108,서울,2019-07-30 9:00,27,0,3,200,78,,
108,서울,2019-07-30 10:00,27.9,,4.1,200,74,,
108,서울,2019-07-30 11:00,29.1,,3.9,200,69,,
108,서울,2019-07-30 12:00,30.2,,4.5,200,66,,
108,서울,2019-07-30 13:00,30.6,,4.8,200,64,,
108,서울,2019-07-30 14:00,30.6,,3.4,200,66,,
108,서울,2019-07-30 15:00,30.3,,4.1,230,69,,
108,서울,2019-07-30 16:00,29.5,,4,200,74,,
108,서울,2019-07-30 17:00,28.3,0.8,3.6,200,81,,
108,서울,2019-07-30 18:00,28.4,,4.3,200,78,,
108,서울,2019-07-30 19:00,28.3,,3.7,200,76,,
108,서울,2019-07-30 20:00,28.2,,2.6,230,78,,
108,서울,2019-07-30 21:00,27.8,,4,200,78,,
108,서울,2019-07-30 22:00,27.7,,3.6,230,79,,
108,서울,2019-07-30 23:00,27.5,0.1,2.1,200,82,,
108,서울,2019-07-31 0:00,27.4,0,3.5,230,80,,
108,서울,2019-07-31 1:00,26.6,0.8,2.6,200,91,,
108,서울,2019-07-31 2:00,26.1,7.5,3.7,200,94,,
108,서울,2019-07-31 3:00,26.3,0.2,3.7,200,87,,
108,서울,2019-07-31 4:00,26.2,0,2.7,200,93,,
108,서울,2019-07-31 5:00,26.3,,3.1,200,88,,
108,서울,2019-07-31 6:00,26.5,0,3.4,230,85,,
108,서울,2019-07-31 7:00,26.4,0.4,2.6,200,86,,
108,서울,2019-07-31 8:00,24.7,18.1,4.4,270,95,,
108,서울,2019-07-31 9:00,25.1,11.9,3.2,250,96,,
108,서울,2019-07-31 10:00,24,15.5,1.6,250,97,,
108,서울,2019-07-31 11:00,24.3,1.4,1.8,160,96,,
108,서울,2019-07-31 12:00,25,0.1,0.3,0,94,,
108,서울,2019-07-31 13:00,25.6,0.3,1,20,93,,
108,서울,2019-07-31 14:00,25.8,0,0.7,50,89,,
108,서울,2019-07-31 15:00,25.9,0.1,0.8,50,93,,
108,서울,2019-07-31 16:00,26.5,0.4,2.9,200,93,,
108,서울,2019-07-31 17:00,25.6,2.1,1.5,320,95,,
108,서울,2019-07-31 18:00,26,,0.8,270,94,,
108,서울,2019-07-31 19:00,26.5,,1.5,270,93,,
108,서울,2019-07-31 20:00,26.5,,2.6,250,86,,
108,서울,2019-07-31 21:00,26.3,0,2.9,200,85,,
108,서울,2019-07-31 22:00,26,0.3,2,230,93,,
108,서울,2019-07-31 23:00,25.3,3.1,1.8,230,95,,
108,서울,2019-08-01 0:00,25.2,0.1,1.6,320,95,,
108,서울,2019-08-01 1:00,24.8,2,0.5,340,96,,
108,서울,2019-08-01 2:00,24.4,7.7,1.8,270,97,,
108,서울,2019-08-01 3:00,24.1,9.1,2,270,97,,
108,서울,2019-08-01 4:00,23.8,4.9,0.6,250,96,,
108,서울,2019-08-01 5:00,23.8,0,0.4,0,95,,
108,서울,2019-08-01 6:00,24,0,0.4,0,96,,
108,서울,2019-08-01 7:00,24.2,,0.3,0,97,,
108,서울,2019-08-01 8:00,24.9,,0.9,20,96,,
108,서울,2019-08-01 9:00,23.8,2.5,4.2,340,94,,
108,서울,2019-08-01 10:00,25.1,0.7,1.2,270,83,,
108,서울,2019-08-01 11:00,27.1,,1.8,200,70,,
108,서울,2019-08-01 12:00,28.3,,1.6,290,73,,
108,서울,2019-08-01 13:00,28.4,0,1.5,270,77,,
108,서울,2019-08-01 14:00,29.2,0,2.3,290,74,,
108,서울,2019-08-01 15:00,28.8,0,3.6,270,76,,
108,서울,2019-08-01 16:00,29.6,,3.3,290,72,,
108,서울,2019-08-01 17:00,30,,2.3,290,71,,
108,서울,2019-08-01 18:00,28.9,,2.3,290,77,,
108,서울,2019-08-01 19:00,28.2,,2.3,270,80,,
108,서울,2019-08-01 20:00,27.5,,2.2,270,84,,
108,서울,2019-08-01 21:00,26.9,,1.7,270,86,,
108,서울,2019-08-01 22:00,26.6,,1.4,290,87,,
108,서울,2019-08-01 23:00,26.3,,0.5,320,90,,
108,서울,2019-08-02 0:00,25.9,,1.2,290,92,,
108,서울,2019-08-02 1:00,25.8,,1.1,270,93,,
108,서울,2019-08-02 2:00,25.4,,0.1,0,94,,
108,서울,2019-08-02 3:00,25.1,,0.5,20,95,,
108,서울,2019-08-02 4:00,24.8,,0.8,320,96,,
108,서울,2019-08-02 5:00,24.7,,0.4,0,95,,
108,서울,2019-08-02 6:00,24.7,,0,0,93,,
108,서울,2019-08-02 7:00,25.2,,0.3,0,86,,
108,서울,2019-08-02 8:00,25.6,,0.5,20,84,,
108,서울,2019-08-02 9:00,26,,0.9,200,81,,
108,서울,2019-08-02 10:00,28.2,,1,50,64,,
108,서울,2019-08-02 11:00,29.2,,1.2,200,61,,
108,서울,2019-08-02 12:00,30.1,,0.5,180,60,,
108,서울,2019-08-02 13:00,31.6,,2.1,320,53,,
108,서울,2019-08-02 14:00,32,,2,290,52,,
108,서울,2019-08-02 15:00,32.4,,1.2,250,51,,
108,서울,2019-08-02 16:00,32.7,,2,270,52,,
108,서울,2019-08-02 17:00,32.9,,2.6,270,54,,
108,서울,2019-08-02 18:00,32.4,,2.8,270,62,,
108,서울,2019-08-02 19:00,31.2,,2,270,69,,
108,서울,2019-08-02 20:00,29.7,,2.7,290,76,,
108,서울,2019-08-02 21:00,29.1,,1.3,270,75,,
108,서울,2019-08-02 22:00,28.4,,2.2,290,77,,
108,서울,2019-08-02 23:00,27.9,,0.8,110,79,,
108,서울,2019-08-03 0:00,27.6,,0.9,290,80,,
108,서울,2019-08-03 1:00,27.2,,0.8,320,81,,
108,서울,2019-08-03 2:00,26.7,,1.1,270,84,,
108,서울,2019-08-03 3:00,26.4,,0.4,0,84,,
108,서울,2019-08-03 4:00,26.1,,0.5,70,85,,
108,서울,2019-08-03 5:00,25.9,,0.6,20,88,,
108,서울,2019-08-03 6:00,25.6,,0.8,50,90,,
108,서울,2019-08-03 7:00,26.2,,1,50,81,,
108,서울,2019-08-03 8:00,28,,1,70,73,,
108,서울,2019-08-03 9:00,29.7,,1,110,65,,
108,서울,2019-08-03 10:00,31.4,,1.1,50,60,,
108,서울,2019-08-03 11:00,32.8,,1.9,160,52,,
108,서울,2019-08-03 12:00,34.1,,1.7,180,48,,
108,서울,2019-08-03 13:00,34.8,,2,90,46,,
108,서울,2019-08-03 14:00,35.5,,1.9,250,46,,
108,서울,2019-08-03 15:00,35.1,,1.9,320,50,,
108,서울,2019-08-03 16:00,31.2,2.9,2.8,270,83,,
108,서울,2019-08-03 17:00,30.2,0.1,1.3,270,81,,
108,서울,2019-08-03 18:00,29.9,,2.5,290,68,,
108,서울,2019-08-03 19:00,29.9,,3.5,250,62,,
108,서울,2019-08-03 20:00,28.8,0,1.6,160,68,,
108,서울,2019-08-03 21:00,28.1,,0.2,0,69,,
108,서울,2019-08-03 22:00,27.5,,1.1,50,75,,
108,서울,2019-08-03 23:00,27,,1.1,50,76,,
108,서울,2019-08-04 0:00,26.4,,1.1,50,78,,
108,서울,2019-08-04 1:00,26.1,,0.6,50,79,,
108,서울,2019-08-04 2:00,25.8,,0.5,360,80,,
108,서울,2019-08-04 3:00,25.6,,0.4,0,81,,
108,서울,2019-08-04 4:00,25.4,,0.9,50,84,,
108,서울,2019-08-04 5:00,25.2,,0.8,50,85,,
108,서울,2019-08-04 6:00,25,,0.8,50,86,,
108,서울,2019-08-04 7:00,25.5,,0.8,90,78,,
108,서울,2019-08-04 8:00,27.1,,1.2,70,70,,
108,서울,2019-08-04 9:00,29,,0.9,50,63,,
108,서울,2019-08-04 10:00,30.6,,1.7,230,58,,
108,서울,2019-08-04 11:00,31.9,,1.5,340,56,,
108,서울,2019-08-04 12:00,32.2,,1.4,290,61,,
108,서울,2019-08-04 13:00,33.2,,2.2,290,55,,
108,서울,2019-08-04 14:00,33.1,,1.5,290,51,,
108,서울,2019-08-04 15:00,33.9,,2.7,320,53,,
108,서울,2019-08-04 16:00,33.2,,2.7,290,56,,
108,서울,2019-08-04 17:00,31.9,0.9,1.7,270,70,,
108,서울,2019-08-04 18:00,26.8,7.7,2.6,360,86,,
108,서울,2019-08-04 19:00,27,0,0.5,360,85,,
108,서울,2019-08-04 20:00,27.3,,0.7,50,87,,
108,서울,2019-08-04 21:00,27.1,,0.3,0,87,,
108,서울,2019-08-04 22:00,26.9,,0.6,20,86,,
108,서울,2019-08-04 23:00,26.8,,1,20,87,,
108,서울,2019-08-05 0:00,26.6,,0.8,20,90,,
108,서울,2019-08-05 1:00,26.6,,0.8,320,89,,
108,서울,2019-08-05 2:00,26.4,,0.4,0,91,,
108,서울,2019-08-05 3:00,26.1,,0.3,0,94,,
108,서울,2019-08-05 4:00,25.9,,0.4,0,94,,
108,서울,2019-08-05 5:00,25.7,,0.6,20,95,,
108,서울,2019-08-05 6:00,25.6,,0.5,20,96,,
108,서울,2019-08-05 7:00,26,,0.7,20,88,,
108,서울,2019-08-05 8:00,27.4,,0.8,20,76,,
108,서울,2019-08-05 9:00,29.4,,1.1,50,69,,
108,서울,2019-08-05 10:00,30.9,,1.5,50,61,,
108,서울,2019-08-05 11:00,32.4,,1.4,50,57,,
108,서울,2019-08-05 12:00,32.3,,1.4,290,54,,
108,서울,2019-08-05 13:00,33.4,,0.9,50,44,,
108,서울,2019-08-05 14:00,35.1,,1.5,290,44,,
108,서울,2019-08-05 15:00,35.3,,1.3,360,43,,
108,서울,2019-08-05 16:00,35.5,,2.4,340,46,,
108,서울,2019-08-05 17:00,35.2,,2.3,340,49,,
108,서울,2019-08-05 18:00,34.2,,2.3,340,51,,
108,서울,2019-08-05 19:00,32.8,,2.3,340,54,,
108,서울,2019-08-05 20:00,31.9,,1.9,340,54,,
108,서울,2019-08-05 21:00,31.4,,0.6,320,58,,
108,서울,2019-08-05 22:00,31,,0.5,290,60,,
108,서울,2019-08-05 23:00,30.4,,0.6,70,57,,
108,서울,2019-08-06 0:00,29.9,,0.4,0,59,,
108,서울,2019-08-06 1:00,29.4,,1,90,60,,
108,서울,2019-08-06 2:00,29.1,,1.1,50,66,,
108,서울,2019-08-06 3:00,28.9,,1.3,70,68,,
108,서울,2019-08-06 4:00,28.7,,1.1,70,70,,
108,서울,2019-08-06 5:00,28.2,,0.8,90,71,,
108,서울,2019-08-06 6:00,27.9,,0.9,50,71,,
108,서울,2019-08-06 7:00,28.5,,1.4,70,67,,
108,서울,2019-08-06 8:00,29.3,,1.2,70,61,,
108,서울,2019-08-06 9:00,30.8,,1.5,70,55,,
108,서울,2019-08-06 10:00,32.3,,1.8,50,47,,
108,서울,2019-08-06 11:00,33.5,,2,50,45,,
108,서울,2019-08-06 12:00,34.4,,1.8,50,41,,
108,서울,2019-08-06 13:00,35.2,,1.3,50,37,,
108,서울,2019-08-06 14:00,36.1,,1.5,20,38,,
108,서울,2019-08-06 15:00,36.6,,1.7,70,32,,
108,서울,2019-08-06 16:00,36.7,,1.4,110,35,,
108,서울,2019-08-06 17:00,35.7,,2.2,110,36,,
108,서울,2019-08-06 18:00,34.8,,2.1,70,43,,
108,서울,2019-08-06 19:00,33.4,,2.5,90,47,,
108,서울,2019-08-06 20:00,31.7,,1.9,70,50,,
108,서울,2019-08-06 21:00,30.6,,2.4,70,50,,
108,서울,2019-08-06 22:00,30.1,,2.4,90,49,,
108,서울,2019-08-06 23:00,29.5,,1.6,70,51,,
108,서울,2019-08-07 0:00,29.1,,1,90,51,,
108,서울,2019-08-07 1:00,28.7,,1.4,90,52,,
108,서울,2019-08-07 2:00,28.4,0,1,90,55,,
108,서울,2019-08-07 3:00,27.9,0.1,0.5,50,63,,
108,서울,2019-08-07 4:00,26.6,0.6,0.6,50,77,,
108,서울,2019-08-07 5:00,25.5,1.2,1.3,50,85,,
108,서울,2019-08-07 6:00,25.2,1.3,0.3,0,89,,
108,서울,2019-08-07 7:00,24.5,1.4,2.5,270,94,,
108,서울,2019-08-07 8:00,23.9,2.1,2.6,270,95,,
108,서울,2019-08-07 9:00,24.3,0.7,1.5,270,94,,
108,서울,2019-08-07 10:00,24.6,0.2,1.2,250,93,,
108,서울,2019-08-07 11:00,24.9,0.4,2.2,290,94,,
108,서울,2019-08-07 12:00,25.2,0,1.5,320,87,,
108,서울,2019-08-07 13:00,25.8,0,1.1,270,82,,
108,서울,2019-08-07 14:00,26.7,,0.7,290,77,,
108,서울,2019-08-07 15:00,27.8,,0.9,340,74,,
108,서울,2019-08-07 16:00,29.1,,1.3,290,67,,
108,서울,2019-08-07 17:00,29.7,,1.4,290,66,,
108,서울,2019-08-07 18:00,30.2,,0.9,320,64,,
108,서울,2019-08-07 19:00,29.4,,1.1,290,71,,
108,서울,2019-08-07 20:00,28.4,,0.9,290,72,,
108,서울,2019-08-07 21:00,27.7,,0.5,360,74,,
108,서울,2019-08-07 22:00,27.2,,1,360,75,,
108,서울,2019-08-07 23:00,26.8,,0.8,200,75,,
108,서울,2019-08-08 0:00,27.1,,1.2,270,80,,
108,서울,2019-08-08 1:00,27.1,,1.2,200,80,,
108,서울,2019-08-08 2:00,27.1,,0.7,250,82,,
108,서울,2019-08-08 3:00,26.8,,0.7,250,83,,
108,서울,2019-08-08 4:00,26.4,,0.7,250,85,,
108,서울,2019-08-08 5:00,26.1,,0.6,20,86,,
108,서울,2019-08-08 6:00,26,,0.8,20,89,,
108,서울,2019-08-08 7:00,26,,0.7,50,87,,
108,서울,2019-08-08 8:00,26.4,,0.6,20,83,,
108,서울,2019-08-08 9:00,27.6,,1.5,160,72,,
108,서울,2019-08-08 10:00,29.1,,1.1,270,67,,
108,서울,2019-08-08 11:00,31,,2.4,250,57,,
108,서울,2019-08-08 12:00,31.6,,1.9,250,56,,
108,서울,2019-08-08 13:00,31.4,0,2.8,270,61,,
108,서울,2019-08-08 14:00,32.3,,3,270,56,,
108,서울,2019-08-08 15:00,32.5,,2.5,290,56,,
108,서울,2019-08-08 16:00,31.9,,2.4,290,59,,
108,서울,2019-08-08 17:00,30.9,,2.5,290,65,,
108,서울,2019-08-08 18:00,30.1,,2.5,290,65,,
108,서울,2019-08-08 19:00,29.9,,2.6,270,67,,
108,서울,2019-08-08 20:00,29.2,,1,290,71,,
108,서울,2019-08-08 21:00,28.7,,1.9,320,72,,
108,서울,2019-08-08 22:00,28.4,,1.2,360,74,,
108,서울,2019-08-08 23:00,28,,1.1,320,76,,
108,서울,2019-08-09 0:00,27.7,,0.7,290,78,,
108,서울,2019-08-09 1:00,27.4,,0.6,20,79,,
108,서울,2019-08-09 2:00,27.1,,0.6,290,81,,
108,서울,2019-08-09 3:00,26.7,,1.3,290,83,,
108,서울,2019-08-09 4:00,26.4,,0.1,0,83,,
108,서울,2019-08-09 5:00,26.3,,0.7,20,84,,
108,서울,2019-08-09 6:00,26.1,,0.6,50,85,,
108,서울,2019-08-09 7:00,26.2,,1.5,20,81,,
108,서울,2019-08-09 8:00,27.6,,1.5,50,70,,
108,서울,2019-08-09 9:00,28.9,,0.6,180,70,,
108,서울,2019-08-09 10:00,30,,0.8,200,61,,
108,서울,2019-08-09 11:00,31.3,,0.4,0,60,,
108,서울,2019-08-09 12:00,32.7,,2.4,250,56,,
108,서울,2019-08-09 13:00,33.4,,1.4,320,54,,
108,서울,2019-08-09 14:00,33.1,,2.3,290,54,,
108,서울,2019-08-09 15:00,33.4,,3,290,54,,
108,서울,2019-08-09 16:00,34.3,,2.2,230,52,,
108,서울,2019-08-09 17:00,34.5,,1,340,53,,
108,서울,2019-08-09 18:00,33,,2.2,320,58,,
108,서울,2019-08-09 19:00,31.8,,2.1,320,61,,
108,서울,2019-08-09 20:00,30.3,,2.2,290,66,,
108,서울,2019-08-09 21:00,29.6,,1.3,290,69,,
108,서울,2019-08-09 22:00,29.1,,1.5,340,75,,
108,서울,2019-08-09 23:00,28.6,,0.4,0,77,,
108,서울,2019-08-10 0:00,28.1,,0.9,70,77,,
108,서울,2019-08-10 1:00,27.8,,0.9,50,78,,
108,서울,2019-08-10 2:00,27.5,,0.7,50,79,,
108,서울,2019-08-10 3:00,27.1,,0.9,50,81,,
108,서울,2019-08-10 4:00,26.9,,0.8,70,81,,
108,서울,2019-08-10 5:00,26.9,,1,90,80,,
108,서울,2019-08-10 6:00,26.6,,1,70,82,,
108,서울,2019-08-10 7:00,27.1,,1,90,77,,
108,서울,2019-08-10 8:00,28.8,,1.4,90,69,,
108,서울,2019-08-10 9:00,30.3,,1.4,90,66,,
108,서울,2019-08-10 10:00,31.9,,1.3,70,59,,
108,서울,2019-08-10 11:00,33.3,,1.5,140,53,,
108,서울,2019-08-10 12:00,34.2,,2,110,52,,
108,서울,2019-08-10 13:00,35.5,,1.6,90,45,,
108,서울,2019-08-10 14:00,36.1,,1.2,90,44,,
108,서울,2019-08-10 15:00,36.5,,2.5,70,42,,
108,서울,2019-08-10 16:00,36.1,,1.9,90,43,,
108,서울,2019-08-10 17:00,35.8,,2.4,140,44,,
108,서울,2019-08-10 18:00,35.4,,2.2,110,44,,
108,서울,2019-08-10 19:00,34.3,,1.7,140,44,,
108,서울,2019-08-10 20:00,33.3,,2.2,140,45,,
108,서울,2019-08-10 21:00,32.3,,1.8,110,46,,
108,서울,2019-08-10 22:00,31.3,,2,110,47,,
108,서울,2019-08-10 23:00,30.6,,2.9,140,48,,
108,서울,2019-08-11 0:00,29.7,,1.4,90,50,,
108,서울,2019-08-11 1:00,28.9,,1.9,90,63,,
108,서울,2019-08-11 2:00,28.2,,1.6,90,63,,
108,서울,2019-08-11 3:00,27.5,,2.1,70,62,,
108,서울,2019-08-11 4:00,27,,2.2,90,61,,
108,서울,2019-08-11 5:00,26.7,,1.4,90,61,,
108,서울,2019-08-11 6:00,26.3,,1.6,90,62,,
108,서울,2019-08-11 7:00,26.6,,1.3,90,62,,
108,서울,2019-08-11 8:00,28.3,,2.3,90,55,,
108,서울,2019-08-11 9:00,30,,2.2,90,52,,
108,서울,2019-08-11 10:00,31.4,,2.4,90,49,,
108,서울,2019-08-11 11:00,31.3,,3.1,90,51,,
108,서울,2019-08-11 12:00,33.5,,3.3,110,46,,
108,서울,2019-08-11 13:00,34.6,,3.8,90,40,,
108,서울,2019-08-11 14:00,35.2,,2.8,110,38,,
108,서울,2019-08-11 15:00,35.1,,4,140,37,,
108,서울,2019-08-11 16:00,35.4,,3.7,110,37,,
108,서울,2019-08-11 17:00,34.6,,2,140,39,,
108,서울,2019-08-11 18:00,33.4,0,2.9,110,40,,
108,서울,2019-08-11 19:00,32.3,0,3.6,110,43,,
108,서울,2019-08-11 20:00,31.5,0,2.3,90,46,,
108,서울,2019-08-11 21:00,31.3,0,2.9,90,46,,
108,서울,2019-08-11 22:00,30.9,,2.6,90,47,,
108,서울,2019-08-11 23:00,27.2,3.4,2.2,70,82,,
108,서울,2019-08-12 0:00,26.4,3.3,1.7,90,84,,
108,서울,2019-08-12 1:00,25.3,12.3,2,70,95,,
108,서울,2019-08-12 2:00,24.8,3,2.1,90,95,,
108,서울,2019-08-12 3:00,25,0.1,1.5,110,94,,
108,서울,2019-08-12 4:00,25.4,0.2,1.7,90,87,,
108,서울,2019-08-12 5:00,26.1,0,1.2,110,80,,
108,서울,2019-08-12 6:00,26,3.2,0.8,110,87,,
108,서울,2019-08-12 7:00,25.6,6.5,0.7,90,96,,
108,서울,2019-08-12 8:00,25.5,3.2,0.7,70,96,,
108,서울,2019-08-12 9:00,25.5,8.6,1.2,90,97,,
108,서울,2019-08-12 10:00,25.8,2.4,1.4,110,96,,
108,서울,2019-08-12 11:00,26.2,3.4,0.8,110,95,,
108,서울,2019-08-12 12:00,26.7,0,1.4,110,90,,
108,서울,2019-08-12 13:00,27.4,0.1,1.6,140,84,,
108,서울,2019-08-12 14:00,27.3,0.9,1.3,140,91,,
108,서울,2019-08-12 15:00,27.3,2.4,0.9,50,95,,
108,서울,2019-08-12 16:00,27.8,2.1,0.9,70,95,,
108,서울,2019-08-12 17:00,28.4,0.1,2,110,84,,
108,서울,2019-08-12 18:00,28.3,0,1.4,70,87,,
108,서울,2019-08-12 19:00,27.8,,1,70,87,,
108,서울,2019-08-12 20:00,27.4,,1.5,70,89,,
108,서울,2019-08-12 21:00,27.2,0,1.2,70,88,,
108,서울,2019-08-12 22:00,26.9,6.7,0.9,50,96,,
108,서울,2019-08-12 23:00,26.6,1,0.8,70,96,,
108,서울,2019-08-13 0:00,26.4,,1,70,96,,
108,서울,2019-08-13 1:00,26.2,,1,50,95,,
108,서울,2019-08-13 2:00,26.1,,1,70,94,,
108,서울,2019-08-13 3:00,26.1,,0.8,90,93,,
108,서울,2019-08-13 4:00,26.1,,0.6,50,92,,
108,서울,2019-08-13 5:00,26,,1.5,270,94,,
108,서울,2019-08-13 6:00,25.5,,1.9,270,95,,
108,서울,2019-08-13 7:00,25.1,,2,290,93,,
108,서울,2019-08-13 8:00,25.8,,1.2,320,80,,
108,서울,2019-08-13 9:00,26.7,,0.7,360,83,,
108,서울,2019-08-13 10:00,28.1,,0.9,140,73,,
108,서울,2019-08-13 11:00,30.1,,1.8,180,62,,
108,서울,2019-08-13 12:00,30,,2,320,71,,
108,서울,2019-08-13 13:00,31.8,,1.9,160,57,,
108,서울,2019-08-13 14:00,32.4,,1.9,180,60,,
108,서울,2019-08-13 15:00,34.1,,1.4,230,50,,
108,서울,2019-08-13 16:00,35.2,,1.3,200,47,,
108,서울,2019-08-13 17:00,34.5,,1.5,160,48,,
108,서울,2019-08-13 18:00,33.3,,2.4,270,61,,
108,서울,2019-08-13 19:00,31.7,,2.1,290,71,,
108,서울,2019-08-13 20:00,31,,0.8,340,76,,
108,서울,2019-08-13 21:00,30.3,,1.8,290,77,,
108,서울,2019-08-13 22:00,29.9,,1.4,320,77,,
108,서울,2019-08-13 23:00,27.9,6.4,0.1,0,87,,
108,서울,2019-08-14 0:00,27.7,,1.1,230,85,,
108,서울,2019-08-14 1:00,27.5,,0.9,290,92,,
108,서울,2019-08-14 2:00,27.2,,1,290,94,,
108,서울,2019-08-14 3:00,27,,0.8,290,95,,
108,서울,2019-08-14 4:00,26.8,,0.5,20,93,,
108,서울,2019-08-14 5:00,26.3,,1.2,20,93,,
108,서울,2019-08-14 6:00,25.9,,0.6,50,87,,
108,서울,2019-08-14 7:00,26.2,,1,50,77,,
108,서울,2019-08-14 8:00,27.9,,1.3,90,66,,
108,서울,2019-08-14 9:00,29.6,,1.3,50,59,,
108,서울,2019-08-14 10:00,31.2,,1.3,70,56,,
108,서울,2019-08-14 11:00,32.4,,2.1,110,50,,
108,서울,2019-08-14 12:00,33.5,,1.9,70,50,,
108,서울,2019-08-14 13:00,34.7,,2.3,110,45,,
108,서울,2019-08-14 14:00,35.5,,2.6,110,45,,
108,서울,2019-08-14 15:00,35.3,,1.9,110,44,,
108,서울,2019-08-14 16:00,34.2,,1,90,51,,
108,서울,2019-08-14 17:00,33.5,,1.3,90,54,,
108,서울,2019-08-14 18:00,32.9,,1.9,70,54,,
108,서울,2019-08-14 19:00,32,,2,70,57,,
