지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),적설(cm),지면상태(지면상태코드)
108,서울,2019-03-01 23:00,5.8,,0.7,20,41,,
108,서울,2019-03-02 0:00,4.8,,0.6,20,46,,
108,서울,2019-03-02 1:00,4.2,,0.4,0,47,,
108,서울,2019-03-02 2:00,3.6,,1.6,290,51,,
108,서울,2019-03-02 3:00,3.5,,1.1,290,55,,
108,서울,2019-03-02 4:00,2.6,,0.6,340,59,,
108,서울,2019-03-02 5:00,2.1,,0.5,20,61,,
108,서울,2019-03-02 6:00,1.8,,0.3,0,58,,
108,서울,2019-03-02 7:00,1.6,,0.2,0,60,,
108,서울,2019-03-02 8:00,1.6,,1,70,58,,
108,서울,2019-03-02 9:00,3.5,,0.9,90,48,,
108,서울,2019-03-02 10:00,6.8,,1.2,70,39,,
108,서울,2019-03-02 11:00,9.6,,1,50,31,,
108,서울,2019-03-02 12:00,11.7,,1.3,90,26,,
108,서울,2019-03-02 13:00,13.2,,1.2,70,23,,
108,서울,2019-03-02 14:00,14.2,,0.8,50,21,,
108,서울,2019-03-02 15:00,14.6,,0.9,200,21,,
108,서울,2019-03-02 16:00,14.3,,1.1,200,21,,
108,서울,2019-03-02 17:00,13.3,,0.8,200,23,,
108,서울,2019-03-02 18:00,12,,3.1,270,28,,
108,서울,2019-03-02 19:00,10.5,,2.4,320,32,,
108,서울,2019-03-02 20:00,9.6,,1.2,290,33,,
108,서울,2019-03-02 21:00,8.9,,0.8,290,30,,
108,서울,2019-03-02 22:00,8.1,,1.1,250,30,,
108,서울,2019-03-02 23:00,7.2,,1.5,290,35,,
108,서울,2019-03-03 0:00,6.7,,1,290,35,,
108,서울,2019-03-03 1:00,5.9,,0.9,200,38,,
108,서울,2019-03-03 2:00,5.1,,0.6,250,42,,
108,서울,2019-03-03 3:00,5,,0.7,70,42,,
108,서울,2019-03-03 4:00,4.9,,0.6,360,43,,
108,서울,2019-03-03 5:00,4,,0.6,20,48,,
108,서울,2019-03-03 6:00,3.5,,0.5,20,49,,
108,서울,2019-03-03 7:00,2.9,,1.1,20,52,,
108,서울,2019-03-03 8:00,2.6,,1.1,20,50,,
108,서울,2019-03-03 9:00,4.5,,0.6,50,37,,
108,서울,2019-03-03 10:00,8.2,,0.9,140,30,,
108,서울,2019-03-03 11:00,11.5,,0.7,110,23,,
108,서울,2019-03-03 12:00,14,,2.1,200,21,,
108,서울,2019-03-03 13:00,15.3,,2.5,180,17,,
108,서울,2019-03-03 14:00,15.2,,2.1,290,16,,
108,서울,2019-03-03 15:00,15.7,,2.9,200,18,,
108,서울,2019-03-03 16:00,14.9,,2.3,250,21,,
108,서울,2019-03-03 17:00,14,,1.6,320,24,,
108,서울,2019-03-03 18:00,13,,2.4,320,30,,
108,서울,2019-03-03 19:00,11.9,,3.2,270,34,,
108,서울,2019-03-03 20:00,11.3,,2.5,320,37,,
108,서울,2019-03-03 21:00,10.6,,2.2,320,44,,
108,서울,2019-03-03 22:00,10.1,,1.4,250,44,,
108,서울,2019-03-03 23:00,9.4,,2,270,47,,
108,서울,2019-03-04 0:00,8.8,,1.7,270,50,,
108,서울,2019-03-04 1:00,8,,1.1,270,53,,
108,서울,2019-03-04 2:00,7.6,,1.3,270,54,,
108,서울,2019-03-04 3:00,7.5,,1.2,250,55,,
108,서울,2019-03-04 4:00,7,,1.6,270,57,,
108,서울,2019-03-04 5:00,6.5,,1.2,290,59,,
108,서울,2019-03-04 6:00,6,,0.8,270,60,,
108,서울,2019-03-04 7:00,5.2,,1.1,290,63,,
108,서울,2019-03-04 8:00,5.5,,0.5,360,59,,
108,서울,2019-03-04 9:00,6.8,,1.2,50,43,,
108,서울,2019-03-04 10:00,9.9,,0.8,90,33,,
108,서울,2019-03-04 11:00,11.9,,0.9,20,29,,
108,서울,2019-03-04 12:00,14.2,,1.8,200,28,,
108,서울,2019-03-04 13:00,15.3,,2.1,180,24,,
108,서울,2019-03-04 14:00,15.4,,2.9,250,25,,
108,서울,2019-03-04 15:00,16.1,,2.3,270,20,,
108,서울,2019-03-04 16:00,15.7,,3,270,24,,
108,서울,2019-03-04 17:00,14.4,,4.7,290,26,,
108,서울,2019-03-04 18:00,12.7,,3,270,36,,
108,서울,2019-03-04 19:00,10.9,,2.2,270,39,,
108,서울,2019-03-04 20:00,10,,2.3,270,48,,
108,서울,2019-03-04 21:00,9.2,,2.2,270,52,,
108,서울,2019-03-04 22:00,8.3,,1.7,200,60,,
108,서울,2019-03-04 23:00,7.3,,2.4,200,69,,
108,서울,2019-03-05 0:00,6.5,,2,230,75,,
108,서울,2019-03-05 1:00,5.9,,2.3,250,80,,
108,서울,2019-03-05 2:00,5.7,,2.5,230,80,,
108,서울,2019-03-05 3:00,5.6,,1.9,250,80,,
108,서울,2019-03-05 4:00,5.7,,2,200,81,,
108,서울,2019-03-05 5:00,5.9,,2.6,250,80,,
108,서울,2019-03-05 6:00,5.9,,2,200,80,,
108,서울,2019-03-05 7:00,5.7,,0.8,180,79,,
108,서울,2019-03-05 8:00,6.2,,2,180,76,,
108,서울,2019-03-05 9:00,6.6,,1.2,140,76,,
108,서울,2019-03-05 10:00,7.5,,1.5,160,71,,
108,서울,2019-03-05 11:00,8.6,,1,230,64,,
108,서울,2019-03-05 12:00,10.8,,1.7,160,54,,
108,서울,2019-03-05 13:00,12,,1.8,140,49,,
108,서울,2019-03-05 14:00,12.8,,2.2,200,43,,
108,서울,2019-03-05 15:00,12.7,,2.2,270,44,,
108,서울,2019-03-05 16:00,12.4,,2.5,230,45,,
108,서울,2019-03-05 17:00,11.1,,3.5,250,52,,
108,서울,2019-03-05 18:00,9.7,,2.1,250,64,,
108,서울,2019-03-05 19:00,8.8,,1.5,290,58,,
108,서울,2019-03-05 20:00,8.3,,1.7,270,63,,
108,서울,2019-03-05 21:00,7.9,,1.7,290,66,,
108,서울,2019-03-05 22:00,7.9,,1.7,290,66,,
108,서울,2019-03-05 23:00,7.7,,1.7,270,68,,
108,서울,2019-03-06 0:00,7.6,,0.9,290,66,,
108,서울,2019-03-06 1:00,7.5,,0.6,160,62,,
108,서울,2019-03-06 2:00,7.1,,0.5,290,56,,
108,서울,2019-03-06 3:00,7,,0.6,270,51,,
108,서울,2019-03-06 4:00,7.1,,0.9,200,50,,
108,서울,2019-03-06 5:00,6.8,,1.1,290,54,,
108,서울,2019-03-06 6:00,6.6,,1.3,270,55,,
108,서울,2019-03-06 7:00,6,,0.8,230,59,,
108,서울,2019-03-06 8:00,5.7,,0.6,290,61,,
108,서울,2019-03-06 9:00,7,,1.4,290,52,,
108,서울,2019-03-06 10:00,8.4,,2.5,270,56,,
108,서울,2019-03-06 11:00,9.1,,1.8,290,55,,
108,서울,2019-03-06 12:00,10.5,,2.9,230,50,,
108,서울,2019-03-06 13:00,10.7,,2.6,320,51,,
108,서울,2019-03-06 14:00,9.9,,2.3,320,57,,
108,서울,2019-03-06 15:00,11.5,,2.5,290,48,,
108,서울,2019-03-06 16:00,12.3,,3.3,290,43,,
108,서울,2019-03-06 17:00,12,,3.2,320,46,,
108,서울,2019-03-06 18:00,10.6,,2.7,290,52,,
108,서울,2019-03-06 19:00,9.5,,2.1,270,59,,
108,서울,2019-03-06 20:00,8.5,,1.4,290,63,,
108,서울,2019-03-06 21:00,7.8,,2.8,290,66,,
108,서울,2019-03-06 22:00,7.4,,3.8,320,67,,
108,서울,2019-03-06 23:00,6.7,,2.9,320,67,,
108,서울,2019-03-07 0:00,6.3,,2.7,340,66,,
108,서울,2019-03-07 1:00,5.5,,1.6,270,68,,
108,서울,2019-03-07 2:00,5.3,,0.5,360,70,,
108,서울,2019-03-07 3:00,4.7,,0.2,0,70,,
108,서울,2019-03-07 4:00,4.2,,1.2,290,72,,
108,서울,2019-03-07 5:00,3.7,,0.9,50,72,,
108,서울,2019-03-07 6:00,3.5,,1.8,270,74,,
108,서울,2019-03-07 7:00,3.4,,1.4,290,75,,
108,서울,2019-03-07 8:00,3.5,,1.5,290,74,,
108,서울,2019-03-07 9:00,5,,1.4,270,64,,
108,서울,2019-03-07 10:00,8,,1.3,50,51,,
108,서울,2019-03-07 11:00,8.9,,2.2,320,49,,
108,서울,2019-03-07 12:00,10.3,,3.1,320,41,,
108,서울,2019-03-07 13:00,11.5,,3.4,320,36,,
108,서울,2019-03-07 14:00,11.7,,3.8,340,35,,
108,서울,2019-03-07 15:00,12.7,,3.2,290,32,,
108,서울,2019-03-07 16:00,12.5,,3,270,27,,
108,서울,2019-03-07 17:00,11.7,,3.7,270,40,,
108,서울,2019-03-07 18:00,9.7,,3.8,250,40,,
108,서울,2019-03-07 19:00,8.1,,3.3,250,39,,
108,서울,2019-03-07 20:00,7.2,,4.3,290,42,,
108,서울,2019-03-07 21:00,6.4,,3,270,46,,
108,서울,2019-03-07 22:00,5.8,,1.2,290,39,,
108,서울,2019-03-07 23:00,5.1,,2.1,290,39,,
108,서울,2019-03-08 0:00,4,,1.4,270,42,,
108,서울,2019-03-08 1:00,3.3,,2.3,270,44,,
108,서울,2019-03-08 2:00,2.9,,1.7,290,44,,
108,서울,2019-03-08 3:00,2.6,,1.7,270,40,,
108,서울,2019-03-08 4:00,2,,1,270,43,,
108,서울,2019-03-08 5:00,1.3,,0.7,290,45,,
108,서울,2019-03-08 6:00,1.1,,0.5,360,47,,
108,서울,2019-03-08 7:00,0.7,,0.6,20,53,,
108,서울,2019-03-08 8:00,1.1,,1.2,20,58,,
108,서울,2019-03-08 9:00,3.5,,1.5,20,54,,
108,서울,2019-03-08 10:00,6.5,,1.9,180,39,,
108,서울,2019-03-08 11:00,9.1,,2.1,200,32,,
108,서울,2019-03-08 12:00,10.7,,2.5,180,28,,
108,서울,2019-03-08 13:00,11.9,,4.1,200,25,,
108,서울,2019-03-08 14:00,13.1,,1.8,250,21,,
108,서울,2019-03-08 15:00,12.8,,3.4,270,22,,
108,서울,2019-03-08 16:00,12.1,,3.2,290,19,,
108,서울,2019-03-08 17:00,11.3,,4.1,290,19,,
108,서울,2019-03-08 18:00,9.9,,2.7,290,34,,
108,서울,2019-03-08 19:00,7.7,,2.5,290,30,,
108,서울,2019-03-08 20:00,6.2,,2.1,290,35,,
108,서울,2019-03-08 21:00,5.2,,2.4,290,42,,
108,서울,2019-03-08 22:00,4.1,,1.1,290,45,,
108,서울,2019-03-08 23:00,3.4,,1.4,290,42,,
108,서울,2019-03-09 0:00,2.6,,1.3,290,48,,
108,서울,2019-03-09 1:00,2.2,,1.5,290,50,,
108,서울,2019-03-09 2:00,1.9,,2.1,270,48,,
108,서울,2019-03-09 3:00,1.2,,0.6,290,60,,
108,서울,2019-03-09 4:00,0.8,,0.9,50,56,,
108,서울,2019-03-09 5:00,0.3,,0.7,360,44,,
108,서울,2019-03-09 6:00,0,,1.2,20,50,,
108,서울,2019-03-09 7:00,-0.3,,0.9,20,47,,
108,서울,2019-03-09 8:00,0.3,,1.1,70,44,,
108,서울,2019-03-09 9:00,3.3,,1.4,70,38,,
108,서울,2019-03-09 10:00,5.7,,1.1,20,31,,
108,서울,2019-03-09 11:00,8.2,,1,50,28,,
108,서울,2019-03-09 12:00,10.8,,1.6,180,22,,
108,서울,2019-03-09 13:00,11.8,,2.5,250,20,,
108,서울,2019-03-09 14:00,12.2,,2.5,290,17,,
108,서울,2019-03-09 15:00,14,,1.4,160,15,,
108,서울,2019-03-09 16:00,14.3,,2.8,290,13,,
108,서울,2019-03-09 17:00,14.2,,2.6,290,10,,
108,서울,2019-03-09 18:00,12.1,,2.9,320,13,,
108,서울,2019-03-09 19:00,10.4,,0.5,230,20,,
108,서울,2019-03-09 20:00,9.8,,1.4,360,27,,
108,서울,2019-03-09 21:00,8.9,,2.1,270,29,,
108,서울,2019-03-09 22:00,8,,0.7,20,30,,
108,서울,2019-03-09 23:00,7.5,,0.3,0,29,,
108,서울,2019-03-10 0:00,7.3,,0.4,0,27,,
108,서울,2019-03-10 1:00,7.2,,1.1,20,27,,
108,서울,2019-03-10 2:00,6.9,,0.4,0,25,,
108,서울,2019-03-10 3:00,7,,0.5,20,27,,
108,서울,2019-03-10 4:00,6.8,,0.9,20,28,,
108,서울,2019-03-10 5:00,6.9,,1.1,70,27,,
108,서울,2019-03-10 6:00,7,,0.9,50,26,,
108,서울,2019-03-10 7:00,6.9,,1,360,26,,
108,서울,2019-03-10 8:00,6.8,,0.8,90,26,,
108,서울,2019-03-10 9:00,8.2,,0.8,320,22,,
108,서울,2019-03-10 10:00,9.6,,1,90,20,,
108,서울,2019-03-10 11:00,11.1,,1,90,15,,
108,서울,2019-03-10 12:00,12.7,,2,50,13,,
108,서울,2019-03-10 13:00,14,,1.8,70,12,,
108,서울,2019-03-10 14:00,15.2,,1.5,50,13,,
108,서울,2019-03-10 15:00,15.1,,1.2,50,14,,
108,서울,2019-03-10 16:00,15.1,,1.1,20,14,,
108,서울,2019-03-10 17:00,14.5,,1.3,360,16,,
108,서울,2019-03-10 18:00,14,,1.6,340,20,,
108,서울,2019-03-10 19:00,12.9,,2.4,340,32,,
108,서울,2019-03-10 20:00,11,,1.3,50,38,,
108,서울,2019-03-10 21:00,9.8,,1.3,70,41,,
108,서울,2019-03-10 22:00,8.6,,1.2,50,44,,
108,서울,2019-03-10 23:00,7.7,,1.5,50,48,,
108,서울,2019-03-11 0:00,7.1,,0.2,0,48,,
108,서울,2019-03-11 1:00,6.2,,0.7,50,52,,
108,서울,2019-03-11 2:00,5.5,,0.7,20,55,,
108,서울,2019-03-11 3:00,5.2,,0.6,20,57,,
108,서울,2019-03-11 4:00,4.7,,0.4,0,58,,
108,서울,2019-03-11 5:00,4.2,,0.3,0,59,,
108,서울,2019-03-11 6:00,3.9,,0.4,0,62,,
108,서울,2019-03-11 7:00,3.6,,1.1,290,63,,
108,서울,2019-03-11 8:00,3.6,,0.2,0,60,,
108,서울,2019-03-11 9:00,5.7,,1,20,54,,
108,서울,2019-03-11 10:00,7.8,,2.1,230,51,,
108,서울,2019-03-11 11:00,8.6,,3,230,47,,
108,서울,2019-03-11 12:00,9.3,,2.3,250,47,,
108,서울,2019-03-11 13:00,9.3,,2.5,230,41,,
108,서울,2019-03-11 14:00,9.8,,2.3,200,44,,
108,서울,2019-03-11 15:00,9.8,,2.3,230,43,,
108,서울,2019-03-11 16:00,8.9,,3,230,52,,
108,서울,2019-03-11 17:00,8.1,,3.2,230,62,,
108,서울,2019-03-11 18:00,7.8,,2.8,290,68,,
108,서울,2019-03-11 19:00,7.1,,3.1,290,75,,
108,서울,2019-03-11 20:00,6.6,,2.2,270,77,,
108,서울,2019-03-11 21:00,6.4,0,3.4,290,74,,
108,서울,2019-03-11 22:00,6.1,,2.4,290,72,,
108,서울,2019-03-11 23:00,5.2,,1.8,290,77,,
108,서울,2019-03-12 0:00,4.5,,2.3,270,83,,
108,서울,2019-03-12 1:00,4,,1.7,290,86,,
108,서울,2019-03-12 2:00,3.7,,1.3,290,86,,
108,서울,2019-03-12 3:00,3.6,,2.2,290,82,,
108,서울,2019-03-12 4:00,4,,2.1,250,85,,
108,서울,2019-03-12 5:00,4.3,,2.5,270,82,,
108,서울,2019-03-12 6:00,4.3,,1.7,250,77,,
108,서울,2019-03-12 7:00,4.3,,1.3,230,76,,
108,서울,2019-03-12 8:00,4.9,,2.2,200,78,,
108,서울,2019-03-12 9:00,5,,2.7,200,82,,
108,서울,2019-03-12 10:00,5.6,,1.5,230,79,,
108,서울,2019-03-12 11:00,6.1,,2.8,200,79,,
108,서울,2019-03-12 12:00,5.8,0,1.9,320,83,,
108,서울,2019-03-12 13:00,7.6,,3.1,290,46,,
108,서울,2019-03-12 14:00,7.2,,3.6,270,46,,
108,서울,2019-03-12 15:00,5.8,,4.1,270,32,,
108,서울,2019-03-12 16:00,5.4,,3.8,270,23,,
108,서울,2019-03-12 17:00,5.4,,3.7,270,23,,
108,서울,2019-03-12 18:00,5.3,,3,270,23,,
108,서울,2019-03-12 19:00,3.7,,4.5,270,29,,
108,서울,2019-03-12 20:00,2.5,,4.9,290,29,,
108,서울,2019-03-12 21:00,1.4,,3.9,270,27,,
108,서울,2019-03-12 22:00,0.7,,2.5,290,30,,
108,서울,2019-03-12 23:00,0.2,,2.9,270,30,,
108,서울,2019-03-13 0:00,-0.3,,1.3,250,35,,
108,서울,2019-03-13 1:00,-0.3,,2,270,37,,
108,서울,2019-03-13 2:00,-0.1,,2.6,270,35,,
108,서울,2019-03-13 3:00,-0.3,,1.7,270,37,,
108,서울,2019-03-13 4:00,-0.2,,1.6,270,41,,
108,서울,2019-03-13 5:00,0.1,,1.5,250,44,,
108,서울,2019-03-13 6:00,0.1,,2.3,270,46,,
108,서울,2019-03-13 7:00,0.1,,2.2,270,51,,
108,서울,2019-03-13 8:00,1.3,,3.4,270,52,,
108,서울,2019-03-13 9:00,3.1,,3.1,320,53,,
108,서울,2019-03-13 10:00,4,,3.9,270,40,,
108,서울,2019-03-13 11:00,5.8,,5.6,270,27,,
108,서울,2019-03-13 12:00,6.7,0,3.9,290,23,,
108,서울,2019-03-13 13:00,7.5,,5,270,20,,
108,서울,2019-03-13 14:00,6.9,,7,320,15,,
108,서울,2019-03-13 15:00,8.3,,3.6,250,20,,
108,서울,2019-03-13 16:00,8.2,,3.8,270,23,,
108,서울,2019-03-13 17:00,7.2,,4.5,270,25,,
108,서울,2019-03-13 18:00,5.8,,4.1,290,30,,
108,서울,2019-03-13 19:00,4.1,,3.5,270,37,,
108,서울,2019-03-13 20:00,3.3,,3,250,43,,
108,서울,2019-03-13 21:00,2.8,,2.4,270,50,,
108,서울,2019-03-13 22:00,2.4,,3.5,270,53,,
108,서울,2019-03-13 23:00,2,,2.2,290,52,,
108,서울,2019-03-14 0:00,1.3,,2.7,270,49,,
108,서울,2019-03-14 1:00,0.8,,2.2,320,49,,
108,서울,2019-03-14 2:00,-0.2,,1.2,270,51,,
108,서울,2019-03-14 3:00,-0.4,,1.7,290,49,,
108,서울,2019-03-14 4:00,-1,,0.9,290,52,,
108,서울,2019-03-14 5:00,-1.4,,0.6,320,55,,
108,서울,2019-03-14 6:00,-1.7,,1.2,290,55,,
108,서울,2019-03-14 7:00,-1.4,,0.6,340,58,,
108,서울,2019-03-14 8:00,-0.7,,1,20,50,,
108,서울,2019-03-14 9:00,1.8,,1.3,340,47,,
108,서울,2019-03-14 10:00,5,,1.8,230,42,,
108,서울,2019-03-14 11:00,6.7,,2.5,230,31,,
108,서울,2019-03-14 12:00,7.8,,2.8,200,29,,
108,서울,2019-03-14 13:00,9.3,,2.1,290,21,,
108,서울,2019-03-14 14:00,9.6,,2.9,250,21,,
108,서울,2019-03-14 15:00,9.2,,2.3,270,21,,
108,서울,2019-03-14 16:00,9.2,,2.1,230,26,,
108,서울,2019-03-14 17:00,8.8,,2,250,31,,
108,서울,2019-03-14 18:00,8.3,,1.5,180,31,,
108,서울,2019-03-14 19:00,8.1,,1.2,160,30,,
108,서울,2019-03-14 20:00,8.3,,3.5,200,35,,
108,서울,2019-03-14 21:00,8,0,2.5,200,53,,
108,서울,2019-03-14 22:00,7.4,,2.9,230,66,,
108,서울,2019-03-14 23:00,7.3,,2.1,200,71,,
108,서울,2019-03-15 0:00,6.8,,1.9,270,77,,
108,서울,2019-03-15 1:00,6.1,,1.8,270,81,,
108,서울,2019-03-15 2:00,5.8,,0.9,270,82,,
108,서울,2019-03-15 3:00,5.7,,2.2,270,83,,
108,서울,2019-03-15 4:00,5,,1.3,290,84,,
108,서울,2019-03-15 5:00,5,,1.3,270,83,,
108,서울,2019-03-15 6:00,4.7,,1.3,230,79,,
108,서울,2019-03-15 7:00,4.3,,0.4,0,82,,
108,서울,2019-03-15 8:00,4.4,,0.7,160,80,,
108,서울,2019-03-15 9:00,5.6,,0.6,340,73,,
108,서울,2019-03-15 10:00,7.8,,1.3,160,60,,
108,서울,2019-03-15 11:00,8.6,,1.5,200,51,,
108,서울,2019-03-15 12:00,9.2,,1.5,160,49,,
108,서울,2019-03-15 13:00,9.5,,2.8,250,30,,
108,서울,2019-03-15 14:00,9.2,,2.1,250,28,,
108,서울,2019-03-15 15:00,10.9,,2.1,200,26,,
108,서울,2019-03-15 16:00,10.8,,1.4,110,28,,
108,서울,2019-03-15 17:00,5.8,,4,230,69,,
108,서울,2019-03-15 18:00,3.7,1.8,1.6,90,87,,
108,서울,2019-03-15 19:00,2.8,,1.2,70,92,,
108,서울,2019-03-15 20:00,2.8,,0.6,90,93,,
108,서울,2019-03-15 21:00,2.5,1.7,1.1,50,93,,
108,서울,2019-03-15 22:00,2.5,,0.7,50,88,,
108,서울,2019-03-15 23:00,2.3,,2.4,320,86,,
108,서울,2019-03-16 0:00,1.6,0,1.9,270,92,,
108,서울,2019-03-16 1:00,1.3,,1.9,290,93,,
108,서울,2019-03-16 2:00,1.6,,1.8,320,92,,
108,서울,2019-03-16 3:00,1.2,,0.6,360,91,,
108,서울,2019-03-16 4:00,0.7,,0.3,0,93,,
108,서울,2019-03-16 5:00,0.5,,0.7,20,94,,
108,서울,2019-03-16 6:00,0.3,,0.3,0,95,,
108,서울,2019-03-16 7:00,0.6,,0.5,20,95,,
108,서울,2019-03-16 8:00,1.5,,0.9,110,88,,
108,서울,2019-03-16 9:00,2.6,,1.6,160,79,,
108,서울,2019-03-16 10:00,3.5,,1.7,180,76,,
108,서울,2019-03-16 11:00,4.9,,0.8,180,69,,
108,서울,2019-03-16 12:00,7.2,,2.5,200,57,,
108,서울,2019-03-16 13:00,7.8,,2.7,200,48,,
108,서울,2019-03-16 14:00,8.6,,3.4,270,42,,
108,서울,2019-03-16 15:00,7.8,,4.5,290,50,,
108,서울,2019-03-16 16:00,7.6,,3.5,270,45,,
108,서울,2019-03-16 17:00,7.4,,3.6,290,47,,
108,서울,2019-03-16 18:00,6.7,,3.1,270,50,,
108,서울,2019-03-16 19:00,6,,2.5,270,59,,
108,서울,2019-03-16 20:00,5.5,,2.5,290,61,,
108,서울,2019-03-16 21:00,5.1,,1.9,290,64,,
108,서울,2019-03-16 22:00,4.6,,1.8,320,66,,
108,서울,2019-03-16 23:00,4,,1,320,70,,
108,서울,2019-03-17 0:00,3.4,,0.7,340,73,,
108,서울,2019-03-17 1:00,3.4,,0.7,290,73,,
108,서울,2019-03-17 2:00,3.5,,0.5,340,74,,
108,서울,2019-03-17 3:00,3,,0.9,290,78,,
108,서울,2019-03-17 4:00,3.1,,1.7,290,80,,
108,서울,2019-03-17 5:00,2.7,,0.4,0,83,,
108,서울,2019-03-17 6:00,2.8,,1.3,290,82,,
108,서울,2019-03-17 7:00,2.8,,0.9,320,83,,
108,서울,2019-03-17 8:00,3.4,,1.2,290,81,,
108,서울,2019-03-17 9:00,4.5,,2.5,320,76,,
108,서울,2019-03-17 10:00,5.7,,2.5,290,69,,
108,서울,2019-03-17 11:00,8,,2.6,290,50,,
108,서울,2019-03-17 12:00,8.5,,2.9,320,37,,
108,서울,2019-03-17 13:00,9.9,,4,290,30,,
108,서울,2019-03-17 14:00,11.2,,2.9,290,24,,
108,서울,2019-03-17 15:00,11.7,,4.3,270,26,,
108,서울,2019-03-17 16:00,12,,2.7,250,28,,
108,서울,2019-03-17 17:00,11.6,,2.3,270,32,,
108,서울,2019-03-17 18:00,9.9,,3.4,290,37,,
108,서울,2019-03-17 19:00,8.1,,2.9,290,40,,
108,서울,2019-03-17 20:00,7,,2.2,270,44,,
108,서울,2019-03-17 21:00,6,,1.8,250,48,,
108,서울,2019-03-17 22:00,5.2,,2.1,290,52,,
108,서울,2019-03-17 23:00,4.7,,1.3,290,56,,
108,서울,2019-03-18 0:00,4,,0.7,290,59,,
108,서울,2019-03-18 1:00,3.6,,1.3,290,59,,
108,서울,2019-03-18 2:00,3,,1.5,290,62,,
108,서울,2019-03-18 3:00,2.4,,0.9,290,68,,
108,서울,2019-03-18 4:00,2.3,,0.4,0,71,,
108,서울,2019-03-18 5:00,2,,0.7,320,72,,
108,서울,2019-03-18 6:00,1.7,,0.6,320,74,,
108,서울,2019-03-18 7:00,1.4,,0.9,20,77,,
108,서울,2019-03-18 8:00,2.1,,1.1,20,66,,
108,서울,2019-03-18 9:00,4.3,,1.3,50,56,,
108,서울,2019-03-18 10:00,7.5,,1.5,160,40,,
108,서울,2019-03-18 11:00,9.5,,0.9,180,32,,
108,서울,2019-03-18 12:00,11.8,,1.5,160,26,,
108,서울,2019-03-18 13:00,13.1,,2.4,230,24,,
108,서울,2019-03-18 14:00,13.5,,2,270,21,,
108,서울,2019-03-18 15:00,14.1,,2.6,270,24,,
108,서울,2019-03-18 16:00,12.9,,2.4,250,25,,
108,서울,2019-03-18 17:00,10.9,,3.4,270,29,,
108,서울,2019-03-18 18:00,9.6,,2.2,290,29,,
108,서울,2019-03-18 19:00,8.5,,1.3,270,30,,
108,서울,2019-03-18 20:00,7.8,,0.9,230,33,,
108,서울,2019-03-18 21:00,7,,0.9,270,34,,
108,서울,2019-03-18 22:00,6.7,,0.4,0,37,,
108,서울,2019-03-18 23:00,6.3,,0.8,360,39,,
108,서울,2019-03-19 0:00,5.8,,1,20,39,,
108,서울,2019-03-19 1:00,5.4,,0.6,70,40,,
108,서울,2019-03-19 2:00,5.1,,0.5,20,40,,
108,서울,2019-03-19 3:00,4.8,,0.6,20,46,,
108,서울,2019-03-19 4:00,4.5,,0.7,20,47,,
108,서울,2019-03-19 5:00,4.2,,0.4,0,47,,
108,서울,2019-03-19 6:00,3.8,,1.2,20,50,,
108,서울,2019-03-19 7:00,3.5,,1.1,20,51,,
108,서울,2019-03-19 8:00,4.2,,1.3,50,48,,
108,서울,2019-03-19 9:00,6.7,,1.4,50,41,,
108,서울,2019-03-19 10:00,9.6,,1,70,32,,
108,서울,2019-03-19 11:00,12.3,,1.2,140,22,,
108,서울,2019-03-19 12:00,13.6,,1.9,230,24,,
108,서울,2019-03-19 13:00,14.7,,1.6,180,31,,
108,서울,2019-03-19 14:00,15.8,,3,270,35,,
108,서울,2019-03-19 15:00,16.7,,2.3,250,41,,
108,서울,2019-03-19 16:00,16.3,,2.8,250,46,,
108,서울,2019-03-19 17:00,15.9,,1.8,250,50,,
108,서울,2019-03-19 18:00,14.4,,2.3,270,57,,
108,서울,2019-03-19 19:00,12.6,,2.9,270,65,,
108,서울,2019-03-19 20:00,11.5,,2.3,250,72,,
108,서울,2019-03-19 21:00,10.6,,1.5,290,76,,
108,서울,2019-03-19 22:00,9.9,,0.5,20,79,,
108,서울,2019-03-19 23:00,9.4,,1.3,290,79,,
108,서울,2019-03-20 0:00,9.1,,0.3,0,81,,
108,서울,2019-03-20 1:00,8.5,,0.6,50,83,,
108,서울,2019-03-20 2:00,8.4,,0.8,20,82,,
108,서울,2019-03-20 3:00,8.1,,1.3,20,84,,
108,서울,2019-03-20 4:00,7.8,,1,50,85,,
108,서울,2019-03-20 5:00,7.4,,0.7,70,84,,
108,서울,2019-03-20 6:00,7.2,,0.7,90,84,,
108,서울,2019-03-20 7:00,7.6,,0.9,110,80,,
108,서울,2019-03-20 8:00,8.5,,0.9,90,75,,
108,서울,2019-03-20 9:00,10.2,,1.7,70,69,,
108,서울,2019-03-20 10:00,11.5,,1.9,90,63,,
108,서울,2019-03-20 11:00,12.4,,1.4,90,57,,
108,서울,2019-03-20 12:00,13.3,,1.4,70,52,,
108,서울,2019-03-20 13:00,14.4,,1.4,90,44,,
108,서울,2019-03-20 14:00,14.4,,1.1,360,44,,
108,서울,2019-03-20 15:00,13.4,0.5,1.7,270,63,,
108,서울,2019-03-20 16:00,11.9,,1.6,180,77,,
108,서울,2019-03-20 17:00,11.1,,1.4,70,87,,
108,서울,2019-03-20 18:00,10.7,2.4,1,70,88,,
108,서울,2019-03-20 19:00,10.3,,1.5,70,93,,
108,서울,2019-03-20 20:00,9.9,,2.4,90,94,,
